idBuku,judulBuku,tipe,penerbit,tahun,deskripsi
3183.0,Memahami Pancasila dan Kewarganegaraan,Buku,Edu Pustaka,2015,"pancasila dalam filsafat ketatanegaraan, pancasila sebagai ideologi negara, ketahanan nasional, politis dan strategi nasional di Indonesia."
3185.0,Buku Ajar Ilmu Penyakit Dalam Jld.3,Buku,FKUI,2007,"Dasar- dasar ilmupenyakit dalam, kegawatdaruratan medik, alergi ilmunologi klinik,gastroenterologi, hepatobilier, ginjal hipertensi, Dll"
3193.0,Makanan Pendamping ASI,Buku,Graha Imu,2014,"Buku ini mencakup : bahan-bahan bubur sayur telur, bahan tim ikan lele, dll"
3194.0,Psikologi Umum:Sebuah Pandangan Apresiatif (e3) 2,Buku,Salemba Medika,2017,"buku ini mencakup motivasi dan emosi, gender, jenis kelamin dan seksualitas, psiokologi sosail, dll"
3195.0,Obstetri Intervensi,Buku,Sagung Seto,2015,"buku ini berisi tentang anatomi, persalinan normal, persalinan patalogi, persalinan kembar, versi luar, retensio plasenta, dll"
3196.0,Kesehatan Reproduksi & Keluarga Berencana,Buku,EGC,2017,"buku ini berisi tentang konsep dasar kesehatan reproduksi, konsep seksualitas, sikluas kesehatan wanita, konsepsi, bayi dan anak, remaja, dewasa, usia lanjut serta perubahan yg terjadi pada setiap tahap. dll"
3197.0,ASI Asuhan Berbasis Bukti,Buku,EGC,2015,"buku ini mencakup ; anatomi dan fisiologi, keterampilan penting dan panduan praktik terbaik, mengatasi berbagai masalah yang umum dijumpai, bayi dan ibu berkebutuhan khusus."
3198.0,Fundamental Kebidanan : Disertai Evidence Based Practice,Buku,Graha Ilmu,2016,"buku ini dilengkapi evidence based practice dan dokumentasi inti ICM, dam kebijaksana dalam pengambilan keputusan untuk tatlaksana asuhan kebidanan, dll"
3199.0,Sistem Reproduksi,Buku,Salemba Medika,2016,"buku ini mencakup ; konsep dan falsafah keperawatan maternitas, wanita dalam berbagai kehidupan, masa intranatal, masa postnatal, BBLR, dll"
3200.0,Komunikasi dalam Praktik Kebidanan,Buku,TIM,2016,"buku ini meliputi : konsep dasar komunikasi, hubungan antar manusia, keterampilan KIP, dll"
3201.0,Sosial Budaya Dasar untuk Mahasiswa Kebidanan - Edisi Dua,Buku,TIM,2016,"buku ini berisi tentang konsep sosial budaya, konsep manusia, masalah dalam kehidupan manusia, kebudayaan, peradaban dan perubahan kebudayaan, interaksi sosial, dll"
3202.0,UJI KOMPETENSI BIDAN: SOAL-SOAL LATIHAN,Buku,Erlangga,2016,buku ini berisi tentang soal latihan dan kunci jawab UKOM Bidan
3203.0,Buku Praktis Kehamilan dan Persalinan Patologis (Risiko Tinggi dan Komplikasi) dalam Kebidanan,Buku,TIM,2016,"buku ini membahas tentang lingkup kehamilan dan persalinan patoligis, memaparkan tentang patalogi persalinan dan pengelolaanya dan patologi nifas."
3204.0,Pelayanan Keluarga Berencana,Buku,TIM,2016,"buku ini berisi tentang ; kependudukan Indonesia, Perkembangan KB, program KB di Indonesia, metode sederhana,  metode modern, pendokumentasi pelayanan KB, dllrn"
3205.0,Kebidanan Oxford dari Bidan untuk Bidan,Buku,TIM,2011,"buku ini berisi serangkaian informasi klinis dan saran praktik yang lengkap, kehamilan, kelahiran, dll"
3206.0,Jurnal Gizi Dan Pangan Vol.11 No.1 Maret 2016,Jurnal Kesehatan Masyarakat,FEMA IPB,2016,"Jurnal ini berisi tentang pengetahuan, persepsi, dan sikap ibu hamil terhadap klaim gizi kaitannya dengan keputusan pembelian produk susu ibi hamil, faktor penentu stunting anak balita pada berbagai zona ekosistem di kabupaten Kupang, karakteristik fisikokimia tepung tempe kecambah kedelai dst."
3207.0,Jurnal Gizi Dan Pangan Vol.10 No.3 November 2015,Jurnal Kesehatan Masyarakat,FEMA IPB,2015,"Jurnal ini berisi tentang perubahan status gizi balita pada program edukasi dan rehabilitasi gizi, asupan protein nabati dan kejadian anemia wanita usia subur, beras analog sebagai pangan fungsional dengan indeks glikemik rendah, kualitas konsumsi pangan di daerah defisit dengan provinsi riau dll."
3208.0,Buku Ajar Promosi Kesehatan untuk Mahasiswa Kebidanan,Buku,TIM,2016,"buku ini meliputi ; konsep prinsip dan lingkup promosi kesehatan, model dan nilai promosi kesehatan, prinsip perubahan perilaku, media promosi kesehatan, dll"
3209.0,Majalah Bidan Tahun ke-XIV Ed. 120 September 2017,Majalah,IBI,2017,"Majalah ini berisi tentang IBI pecahkan rekor MURI di HUT ke 66, mengawal kesehatan perempuan dan keluarga dengan layanan holistic dan berkesinambungan, rawan gratifikasi, bidan harus jeli dalam menerima sponsorship dst."
3210.0,Buku Ajar Etikolegal dalam Praktik Kebidanan untuk Mahasiswa Kebidanan (Edisi Revisi),Buku,TIM,2016,buku ini membahas tentang konsep etika mora dan kode etik profesi kebidanan; isu etik dalam pelayanan kebidanan; teori-teori yang mendasari pengambilan keputusan dalam menghadapi dilema etika dalam pelayanan kebidanan; dll
3211.0,Kesehatan Reproduksi Wanita - Edisi Revisi,Buku,TIM,2016,"buku ini mencakup tentang kodrat wanita, kesehatan reproduksi berpersepktif gender, remaja dan kesehatan reproduksi, menstruasi, dll"
3212.0,Asuhan Kebidanan Persalinan & Bayi Baru Lahir,Buku,Erlangga,2015,"buku ini mencakup asuhan kebidanan bayi baru lahir,panduan plasenta manual, persalinan normal, pengukuran perdarahan post-partum metode JAHM, dll"
3213.0,Kedaruratan Persalinan: Manajemen di Komunitas,Buku,EGC,2011,"buku ini mencakup pendapat dari bidan penyelia dan ahli obstetri, skenario berbasis masalah, dll"
3214.0,Konsep Kebidanan,Buku,TIM,2017,"buku ini mencakup : perkembangan pelayanan dan pendidikan kebidanan secara nasional dan internasional, paradigma asuhan kebidanan, lingkup praktik kebidanan, prinsip perkembangan karir bidan, dll"
3215.0,Imunologi Dasar Abbas Edisi 5,Buku,elsevier,2016,"buku ini berisi tentang : imunitas alami, imunitas seluler, respons imun terhadap tumor dan jaringan cangkok, hipersensitivitas, dll"
3216.0,At A Glance Osce,Buku,Erlangga,2015,"Buku ini mencakup : kardiovaskular, respirasi, neurologi, urologi, pediatri, dll"
3217.0,"Pendidikan agama islam Islam dan kebidanan""""",Buku,TIM,2012,"Buku ini mencakup : prinsip kaidah agama, ibadah dan akhlak, membentuk keluarga sakinah, dll"
3218.0,Keperawatan Kemoterapi,Buku,Salemba Medika,2017,"buku ini mencakup konsep kanker, kemoterapi, manajemen ekstravasasi, dll"
3219.0,Update Asuhan Persalinan dan Bayi Baru Lahir,Buku,TIM,2016,"buku ini mencakup ; filosofi asuhan kebidanan, konsep dasar asuhan kebidanan pada ibu bersalin, faktor yang memperngaruhi persalinan, asuhan persalinan kala tiga, dll"
3220.0,Standar Asuhan Keperawatan dan Prosedur Tetap dalam Praktik KeperawataN: Konsep dan Aplikasi dalam Praktik Klinik,Buku,Salemba Medika,2015,"buku ini mencakup standar asuhan keperawatan di ruang penyakit dalam, di ruang bedah, ruang anak, ruang ICU, di Ruang IGD dan Prosedur Tetap dalam keperawatan."
3221.0,Asuhan kehamilan berbasis bukti,Buku,Sagung Seto,2016,"buku ini berisi tentang asuhan kehamilan berbasis bukti, persalinan berbasis bukti, nifas berbasis bukti, keluarga berencaana berbasis bukti, dll"
3222.0,Buku Panduan Teknik Menjahit,Buku,EGC,2017,"buku ini berisi tentanng posisi dan perkembangan terkoni asepsi dan antisepsis, aarmamentarium; senjata dokter spesialis bedah plastik, jarum dan benang jahit, memegang dan diseksi: menyempurnakan teknik anda, prinsip mejahit, jahit matras, dll"
3223.0,"Asuhan Keperawatan Bayi Dan Anak (Untuk Perawat dan Bidan), E2",Buku,Salemba Medika,2013,"berisi materi asuhan keperawatan pada anak dengan stres hospitalisasi, deteksi dan intervensi pertumbuhan dan perkembangan, stimulasi tumbuh kembang balita dan konsep bermain, dll"
3225.0,Modul Pelatihan PPGDON: Pertolongan Pertama Gawat Darurat Obstetrik Neonatus,Buku,Sagung Seto,2016,"buku ini merupakan pedoman yang praktis dalam pengelolaan pasien-pasien gawat darurat pada ibu hamil, ibu melahirkan, ibu nifas dan ibu bayi baru lahir."
3226.0,Asuhan Kebidanan Patologis,Buku,Salemba Medika,2011,"buku ini mencakup ; deteksi dini kelainan, komplikasi dan penyakit pada masa kehamilan,persalinan, serta nifas, perdarahan anterpatrum, kehamilan ganda, dll"
3227.0,Panduan Praktis Asuhan Kebidanan Fisiologis,Buku,TIM,2017,"buku ini mencakup standar antenatal, pelayanan intranatal, postnatal dll"
3229.0,Dasar-Dasar Ilmu Lingkungan,Buku,Salemba Medika,2014,"buku ini mencakup : ekologi, lingkungan, SDA, Pencemaran, Sampah, dll"
3230.0,"Asuhan Keperawatan Antenatal, Intranal & Bayi Baru Lahir, Fisiologis Dan Patologis",Buku,Andi Published,2016,"buku ini membahas definisi maternitas, peran dan fungsi keperawatan maternitas, konsep kehamilan normal, konsep dasar persalinan, dll"
3231.0,Asuhan Kebidanan Kehamilan Berbasis Kompetensi Edisi 3,Buku,EGC,2016,"berisi tentang paradigma tentang kehamilan, fisiologi perkembangan kehamilan, faktor yang memengaruhi kehamilan, kebutuhan dasar ibu hamil. dll"
3232.0,Breastfeeding Sick Babies,Buku,IDAI,2015,"buku ini berisi tentang menyusui dan asi  mencegah ganguan perkembangan bayi prematur akibat kerusakan white matter otak, 10 langkah menuju keberhasilan menyusui untuk bayi sakit, dll"
3233.0,Higiene Sanitasi Hotel & Restoran,Buku,Elexmedia,2004,"Buku ini membahas tentang sanitasi lingkungan hotel, sanitasi rumah makan/ restoran, laik sehat hotel, pengelolaan hotel, laik sehat rumah makan/ restoran & jasa boga, limbah padat hotel dll."
3234.0,Buku Ajar FARMAKOTERAPI Gangguan Saluran Pernapasan,Buku,Salemba Medika,2013,"buku ini membahas tentang sistem saluran pernafasan, prosedur diagnostik gangguan pernapasan, penyakit paru obstrukstif kronis, batuk, SARS, dll"
3235.0,DOKUMENTASI KEBIDANAN,Buku,In Media,2014,"buku inii membahas tetang konsep kebidanan, teknik dan model pendokumentasian, format pendokumentasian asuhan kebidanan, dll"
3236.0,Laporan Pendahuluan tentang Masalah Psikososial,Buku,Salemba Medika,2012,"buku ini mencakup; laporan pendahuluan gangguan citra tubuh, kecemasan/anatesis, powerlessness, harga diri rendah situasional. dll"
3237.0,ASUHAN KEBIDANAN KEHAMILAN  Dilengkapi 400 Istilah Kehamilan dan 250 Soal Latihan,Buku,In Media,2016,"BUku ini berisi tentang perkembangan siklus kehidupan manusia, proses adaptasi fisiologi dan psikologi dalam masa kehamilan, faktor-faktor yang mempengaruhi kehamilan, dll"
3238.0,Buku Ajar Anatomi & Fisiologi Dasar,Buku,Salemba Medika,2011,"Buku  ini membahas tentang sistem reproduksi, sistem pernapasan, sistem kardiovaskular, sistem pencernaan, sistem saraf pusat, sistem urinaria, sistem indra dst."
3239.0,Pengelolaan Limbah Rumah Sakit,Buku,Salemba Medika,2013,"Buku ini berisi tentang sampah dan limbah serta pengelolaannya, limbah rumah sakit, limbah cair rumah sakit, limbah medis, limbah non medis ( rumah tangga ) Rumah Sakit, limbah gas di Rumah Sakit, limbah radioaktif, limbah B3, AMDAL, manajemen pengelolaan limbah Rumah Sakit dll."
3240.0,DIABETES MELITUS DALAM KEHAMILAN,Buku,Erlangga,2016,"buku berisi tentang memberikan pemahaman tentang diabetes melitus dan kaitannya dengan kehamilan, serta mengedukasi pembaca sehingga mendapatkan bekal pengetahuan, menambah wawasan tentang bagaimana menyikapi, serta memberi penyadaran akan adanya resiko yang mungkin dapat menimbulkan jika tidak ditangani sejak dini."
3241.0,Panduan Lengkap posyandu Untuk Bidan dan Kader,Buku,Medical Book,2014,"buku ini berisi tentang mengenal posyandu, kegiatan pelayanan terpadu, pesan kader untuk ibu bersalin, ibu nifas dan ibu yang mempunyai anak/ibu kader.dll"
3242.0,Buku Saku Imunisasi,Buku,IDAI,2015,"buku ini berisi tentang imunitas dan imunisasi, vaksin dan penyakit yang dapat dicegah, bagaimana jika terlambat mendapatkan imunisasi"
3243.0,Manajemen ( Jilid 1 Edisi 13 ),Text,Unknown,2016,"Perubahan Utama di Edisi ke-13 Inirnrn- Buku ini secara solid berfokus pada keterampilan dan karier.rn- Buku ini akan mempersiapkan mahasiswa Anda untuk pasar tenaga kerja.rnPerubahan Penting Lainrnrn- Sebuah fitur Visi Masa Depan disertakan di dalam setiap bab, yang memberikan kilasan tentang seperti apa dunia kerja mungkin terlihat bagi mahasiswa Anda.rn- Bab tentang pengambilan keputusan telah dipindahkan ke Bagian 1 (bagian pengantar) karena semua pekerjaan manajer melibatkan pengambilan keputusan.rn- Bagian 2 telah diperluas demi mencakup bab yang berurusan dengan dasar-dasar pengelolaan di tempat kerja masa kini�lingkungan/budaya (Bab 3), lingkup global (Bab 4), keragaman (Bab 5), tanggung jawab sosial/etika (Bab 6), dan perubahan/ inovasi (Bab 7).rn- Bab tentang kendali (Bab 18) telah dipindahkan ke bagiannya sendiri (Bagian 6 di Jilid 2).rn- Topik terkini dan sesuai waktu�yang antara lain mencakup data besar, gamification, teknologi wearable, dan media sosial�telah ditambahkan."
3245.0,Asuhan Ibu Dalam Masa Kehamilan,Buku,Erlangga,2017,"buku ini membahas tentang pengantar asuhan kehamilan normal; optimalisasi, kesehatan wanita sebelum hamil, organogensis, fertilisasi, dll"
3247.0,Penatalaksanaan Intensif Obstetri,Buku,Sagung Seto,2015,"buku ini berisi tentang hematologi, hipertensi dalam kehamilan dan penyakit ginjal, kelainan metabolik: imunologi, endrokrin, obstetri dan penyakit hati, dll"
3250.0,"Asuhan Kebidanan Neonatus, Bayi & Anak Balita",Buku,EGC,2016,"buku ini membahas ruang lingkup neonatus, bayi dan anak balita; konsp asuhan pada bayi 6 minggu pertama; indikator pemantauan tumbuh dan kembang neonatus, dll"
3251.0,Ilmu Biomedik Dasar untuk Mahasiswa Keperawatan,Buku,Salemba Medika,2014,"berisi tentang pengantar ilmu anatomi fisiologi dan konsep homeostasis, sel dan jaringan, sistem integumen dan sensasi kulit,"
3252.0,Buku Ajar Kehamilan (Untuk Mahasiswa Dan Praktisi Keperawatan Serta Kebidanan),Buku,Salemba Medika,2014,"Buku ini berisi tentang anatomi dan fisiologi, sistem reproduksi wanita, proses kehamilan, perubahan abatomi dan fisiologi selama kehamilan, perubahan psikologi selama kehamilan, asuhan pada kehamilan dll."
3253.0,Asuhan Ibu dengan Kanker Serviks,Buku,Salemba Medika,2015,"Buku ini menjelaskan dengan patofisiologi kanker serviks, pemeriksaan serviks, pengobatan kanker serviks, pencegahan kanker serviks, teori model pencegahan kanker serviks, analisis dll."
3254.0,Praktikum Sistem Informasi akuntansi,Text,Unknown,2016,"Buku Praktikum ini terdiri dari dua bagian, yakni bagian pertama yang berisi informasi umum mengenai sistem perkuliahan, serta siklus penjualan, siklus pendapatan , siklus pembelian, siklus penggajian, siklus aset tetap, dan siklus konversi dari perusahaan Jimm and Klin. Sedangkan bagian kedua merupakan kertas kerja yang berisi semua lembar jawaban yang dibutuhkan untuk mengerjakan kasus-kasus yang terdapat di dalam bagian pertama. Untuk menjawab kasu dalam buku praktikum ini bisa menggunakan buku acuan dari Romney dan Steinberg (2008); Gelinas dan Dull (2008); dan Hall (2013).rnrnDaftar IsirnKasus 1 Sistem Perkuliahan Informasi UmumrnKasus 2 Siklus PenjualanrnKasus 3 Siklus PendapatanrnKasus 4 Siklus PenjualanrnKasus 5 Siklus PenjualanrnKasus 6 Siklus PembelianrnKasus 7 Siklus PenggajianrnKasus 8 Siklus PenggajianrnKasus 9 Siklus Aset TetaprnKasus 10 Siklus Aset TetaprnKasus 11 Siklus Konversi"
3255.0,Praktikum Sistem Informasi akuntansi,Text,Unknown,2016,"Buku Praktikum ini terdiri dari dua bagian, yakni bagian pertama yang berisi informasi umum mengenai sistem perkuliahan, serta siklus penjualan, siklus pendapatan , siklus pembelian, siklus penggajian, siklus aset tetap, dan siklus konversi dari perusahaan Jimm and Klin. Sedangkan bagian kedua merupakan kertas kerja yang berisi semua lembar jawaban yang dibutuhkan untuk mengerjakan kasus-kasus yang terdapat di dalam bagian pertama. Untuk menjawab kasu dalam buku praktikum ini bisa menggunakan buku acuan dari Romney dan Steinberg (2008); Gelinas dan Dull (2008); dan Hall (2013).rnrnDaftar IsirnKasus 1 Sistem Perkuliahan Informasi UmumrnKasus 2 Siklus PenjualanrnKasus 3 Siklus PendapatanrnKasus 4 Siklus PenjualanrnKasus 5 Siklus PenjualanrnKasus 6 Siklus PembelianrnKasus 7 Siklus PenggajianrnKasus 8 Siklus PenggajianrnKasus 9 Siklus Aset TetaprnKasus 10 Siklus Aset TetaprnKasus 11 Siklus Konversi"
3256.0,Praktikum Sistem Informasi akuntansi,Text,Unknown,2016,"Buku Praktikum ini terdiri dari dua bagian, yakni bagian pertama yang berisi informasi umum mengenai sistem perkuliahan, serta siklus penjualan, siklus pendapatan , siklus pembelian, siklus penggajian, siklus aset tetap, dan siklus konversi dari perusahaan Jimm and Klin. Sedangkan bagian kedua merupakan kertas kerja yang berisi semua lembar jawaban yang dibutuhkan untuk mengerjakan kasus-kasus yang terdapat di dalam bagian pertama. Untuk menjawab kasu dalam buku praktikum ini bisa menggunakan buku acuan dari Romney dan Steinberg (2008); Gelinas dan Dull (2008); dan Hall (2013).rnrnDaftar IsirnKasus 1 Sistem Perkuliahan Informasi UmumrnKasus 2 Siklus PenjualanrnKasus 3 Siklus PendapatanrnKasus 4 Siklus PenjualanrnKasus 5 Siklus PenjualanrnKasus 6 Siklus PembelianrnKasus 7 Siklus PenggajianrnKasus 8 Siklus PenggajianrnKasus 9 Siklus Aset TetaprnKasus 10 Siklus Aset TetaprnKasus 11 Siklus Konversi"
3258.0,Praktikum Akuntansi Keungan Lanjutan,Text,Unknown,2016,"Buku Praktikum Akuntansi Keuangan Lanjutan ini menggunakan buku acuan Advance Accounting Edisi 11 oleh Floyd A. Beams et al. sebagai acuan untuk mempermudah menjawab Sesi 1 sampai dengan Sesi 13. buku Advance Accounting oleh Baker et al. (2016) sebagai acuan untuk menjawab Sesi 14 sampai dengan Sesi 16.rnrnDaftar IsirnSesi 01 Kombinasi BisnisrnSesi 02 Investasi Saham-Akuntansi dan Pelaporan InvestorrnSesi 03 Laporan Keuangan Konsolidasian-Suatu PengantarrnSesi 04 Teknik dan Prosedur KonsolidasirnSesi 05 Laba atas Transaksi Antarperusahaan-persediaanrnSesi 06 Laba atas Transaksi Antarperusahaan-aset TetaprnSesi 07 Laba atas Transaksi Antarperusahaan-ObligasirnSesi 08 Konsolidasi-Perubahan KepemilikanrnSesi 09 Kepemilikan Tidak Langsung dan Mutual HoldingrnSesi 10 Teori Konsolidasi, Akuntansi Push-Down, dan Ventura BersamarnSesi 11 Konsep dan Transaksi dalam Mata Uang AsingrnSesi 12 Laporan Keuangan Segmen dan InterimrnSesi 13 Persekutuan-Pembentukan, Operasi, dan Perubahan Kepentingan KepemilikanrnSesi 14 Akuntansi Multinasional: Transaksi Mata uang Asing dan Instrumen KeuanganrnSesi 15 Akuntansi Multinasional: Penjabaran Laporan Keuangan Entitas AsingrnSesi 16 Pelaporan Segmen dan Interim"
3271.0,Psikologi Kesehatan: Pengantar Utk Perawat & Profesional Kesehatan Lain,Buku,EGC,2002,"Buku ini menjelaskan tentang keterampilan interpersonal, sikap & prasangka, proses komunikasi, perilaku kesehatan, model perkembangan, model organisasi, ekologi, lingkungan & budaya dll."
3272.0,Sosiologi Kesehatan Beberapa Konsep Beserta Aplikasinya,Buku,UGM Press,2004,"Buku ini berisi tentang perilaku kesehatan, sosiologi kesehatan, persepsi tentang sehat-sakit & perilaku sakit, hubungan dokter-pasien, pendidikan kesehatan & beberapa model perubahan perilaku dll."
3274.0,Buku Saku Komunikasi Dalam Keperawatan,Buku,EGC,2006,"Buku ini berisi tentang konsep dasar komunikasi, komunikasi pda pelbagai tgkat perkembangan, teori psikologi dlm komunikasi, peran tubuh pda komunikasi, komunikasi pda klien, dgn gangguan indra & persepsi sensori dll."
3282.0,Metodologi Penelitian Kesehatan,Buku,Rineka Cipta,2010,"buku ini dibahas lebih luas tentang ilmu pengetahuan dan penelitian, metode ilmu pengetahuan, penelitian kesehatan, metode penelitian klinis, metode pengambilan sample."
3288.0,Majalah Bidan Tahun ke XII ed.110 September 2015,Majalah,PP IBI,2015,"Majalah ini berisi tentang heboh pembalut & pantyliner berklorin, IBI tidak merekomendasikan persalinan dalam air, sejarah water birth, persalinan di dalam air terlalu beresiko dll"
3289.0,Majalah Bidan Tahun ke XI ed.109 Juli 2015,Majalah,PP IBI,2015,"Majalah Ini Berisi tentang puasa yang menyehatkan bagi si kecil, kenapa sering ngantuk saat puasa, persiapan fisik untuk puasa, ketua IBI termuda di Indonesia, koordinasi lintas sektor untuk tingkatkan kualitas bidan, perjuangkan status CPNS bagi para bidan, dll."
3290.0,Majalah bidan Tahun ke XI ed.108 Mei 2015,Majalah,PD IBI,2015,"Buku ini berisi tentang memilih jenis kelamin anak lewat bayi tabung, membiasakan warga datang ke tempat praktek, tingkatkan kemampuan berbahasa inggris para bidan, selalu semangat dan ikhlas menjalani tanggung jawab, tak ingin para bidan 'gulung tikar dst."""
3291.0,Majalah Bidan Tahun ke XI ed.107 April 2015,Majalah,PD IBI,2015,"Majalah ini berisi tentang Megawati dukung perjuangan bidan PTT, ingin ciptakan lebih banyak bidan delima, tingkatkan kualitas bidan lewat uji kompetensi, dulu perawat kini bidan, bijaksana tanggulangi gejala gangguan kesehatan anak dst."
3292.0,Majalah bidan Tahun ke XI ed.106 Februari 2015,Majalah,PP IBI,2015,"Buku ini berisi tentang tingkatkan kesuburan wanita, Bidan PTT tak lelah perjuangkan status, sebaran bidan PTT se Indonesia, slogan 500 rupiah, mengenal bakteri listeria monocytogenes dst."
3293.0,Majalah bidan Tahun ke XI ed.105 Januari 2015,Majalah,PP IBI,2015,"Majalah ini menjelaskan tentang tips aman & nyaman naik pesawat bersama bayi anda, mengurangi rasa takut naik pesawat, etika saat naik pesawat terbang, akankah jumlah bidan surplus pada 2015 dst."
3295.0,Indonesia Journal Of Clinical Pathology and Medical Laboratory Vol.23 No.1 November 2016,Jurnal Keperawatan,Perhimpunan Dokter Spesialis Patologi Klinik Indonesia,2016,"Jurnal ini berisi tentang platelet-lymphocyte ratio (PLR) markers in acute coronersyndrome, cretiine kinase related to the mortality in myocardial, lipid profile analysis on regular and non regular blood donors dst."
3296.0,Indonesian Journal of Obstetrics and Gynecology Vol.5 No.2 April 2017,Jurnal Kebidanan,POGI,2017,"Jurnal ini menjelaskan tentang the impact of educational intervention of high-risk pregnancy and high-risk childbirth on knowledge, attitude, behavior in recognizing danger signs in pregnancy:  SINGLE BLIND CLINICAL TRIAL, IRON DEFICIENCY ANEMIA, CYTITIS, AND BACTERIAL VAGINOSIS, INCREASE THE RISK FOR DEVELOPING PRETERM  LABOR dst."
3297.0,Indonesian Journal of Obstetrics and Gynecology Vol.5 No.1 January 2017,Jurnal Kebidanan,POGI,2017,"Jurnal ini menjelaskan tentang heme oxigenases-1 (Hmox-1) and serum ferritin level on premature rupture of membrene (PROM) at term pregnancy, preterm labor and the associated factors, role of glaycated albumin durung pregnancy, incidence and audit of treatment on third and fourth grade perineal tear dst."
3298.0,Indonesia Journal Of Clinical Pathology and Medical Laboratory Vol.23 No.2 Maret 2017,Jurnal Keperawatan,Perhimpunan Dokter Spesialis Patologi Klinik Indonesia,2017,"Jurnal ini berisi tentang the morphological features of erythrocytes in stored red cells, monocyte lymphocyte ratio in dengue hemorrhagic fever, diagnostic test of hematology parameter in patient suspect of malaria dst."
3299.0,Jurnal MKMI ( Media Kesehatan Masyarakat Indonesia ) Vol. 13 No. 1 Maret 2017,Jurnal Kesehatan Masyarakat,FKM UNHAS,2017,"Jurnal ini berisi tentang sumber daya lokal sebagai dasar perencanaan program gizi daerah urban, pengaruh sms reminder terhadap perilaku ibu hamil mengonsumsi tablet Fe, usia pubertas dan menarche terhadap tinggi badan mahasiswa kebidanan, khasiat madu menurunkan tekanan darah dan hematologi parameter, dukungan keluarga sebagai faktor dominan keberhasilan menyusui ekslusif dll."
3300.0,Majalah Bidan Tahun ke-XIV ed. 119 Juni 2017,Majalah,Safira Hati,2017,"Majalah ini berisi tentang bidan kini bisa gunakan dana desa, selamat hari bidan, bidan siap pecahkan rekor pemeriksaan IVA terbanyak, sejarah singkat ikatan bidan Indonesia, sejarah singkat kebidanan di Luar negeri dst."
3301.0,Majalah Bidan Tahun ke-XIV ed. 118 Maret 2017,Majalah,Safira Hati,2017,"Majalah ini berisi tentang ketika anak tantrum, 8 faktor risiko penyebab wanita menopause dini, bidan PTT akhirnya resmi diangkat jadi PNS, ASI, tak sekadar antara ibu & bayi, plus minus olahraga dan kesehatan reproduksi dst."
3302.0,Majalah Bidan Tahun ke-XIV ed. 117 Desember 2016,Majalah,Safira Hati,2016,"Majalah ini berisi tentang inilah pemenang bidan delima award 2016, hiperemesis gravidarum, infertilitas pada pasangan usia subur dst."
3303.0,Majalah Bidan Tahun ke-XIV ed. 116 November 2016,Majalah,Safira Hati,2016,"Majalah ini berisi tentang merajut pintalan cita di negeri tiga singa, kenali dan cegah kanker serviks, intrauterine growth retardation, ekstrak ikan gabus efektif sembuhkan luka post SC dll."
3304.0,Majalah Bidan Tahun ke-XIV ed. 115 September 2016,Majalah,Safira Hati,2016,"Majalah ini menjelaskan tentang tips konsumen cerdas, mengatasi vaksin palsu, PNS Harga mati, pendirian sekolah bidan harus diperketat, distribusi bidan belum merata, inilah draft RUU kebidanan, sudah waktunya UU kebidanan diwujudkan di Indonesia, ikatan dokter Indonesia dukung RUU kebidanan dst."
3305.0,Majalah Bidan Tahun ke-XII ed.113 April 2016,Majalah,Safira Hati,2016,"Majalah ini berisi tentang PP IBI ajak bidan Indonesia berpartisipasi cegah erdikasi polia, sosialisasi serta pertemuan rutin IBI cabang & UPBD Jatim, cerdik menangkis penyakit nefropati, umur meningkat, cadangan ovarium berkurang dst."
3306.0,Majalah Bidan Tahun ke-XII ed.112 Februari 2016,Majalah,Safira Hati,2016,"Majalah ini berisi tentang inilah 7 fakta bidan Indonesia, tata cara perpanjangan STR terbaru, gadget dan perkembangan anak, mengenal istilah kehamilan serotinus, postdate & postterm dst."
3313.0,"Prosiding Seminar dan Call For Paper  Moving Towards New Scientific in Midwifery Practice""""",Prosiding Kebidanan,AIPKIND,2015,"Prosiding berisi tentang strengthening midwifery research to improve midwifery science and practicies, hubungan sikap bidan dengan penatalaksanaan delay cord clamping di fasilitas kesehatan tingkat pertama Kota Sukabumi, hubungan inforamsi tentang seksualitas dengan sikap remaja tentang seksual pranikah, faktor yang berhubungan dengan kejadian diastasis rectus abdominis pada ibu bersalin dst."
3314.0,Prosiding Seminar Nasional: Pelayanan Kesehatan Vokasional Dalam Menunjang Pembangunan Kesehatan Nasional,Prosiding Kebidanan,Politeknik Kesehatan Semarang,2017,"Prosiding ini menjelaskan tentang hasil penelitian bidang kebidanan, Keperawatan, teknik imejing diagnostik & terapis gigi dan mulut dll."
3315.0,"Prosiding: Seminar Nasional  Peran Tenaga Kesehatan Dalam Pelaksanaan SDGS """"",Prosiding Kesehatan Masyarakat,FKM Ahmad Dahlan,2017,"Prosiding ini berisi tentang analisis karakteristik ibu terhadap kejadian diare pada balita, hubungan faktor host dengan kejadian pneumonia pada balita di Puskesmas Cimahi Selatan, analisis kadar glukosa pada pralansia di padukuhan papringan depok sleman yogyakarta dst."
